"pdb","vorvol","variable","value"
"1JH6_A","mvAA","seqent",0.436480278469229
"1JH6_A","mvCA","asa",0.788359403827225
"1JH6_A","mvCA","ddgent",0.741505271892012
"1JH6_A","mvCA","hbe_mean",0.402308052576935
"1JH6_A","mvCA","hpshh",0.433300006256153
"1JH6_A","mvCA","resvol",-0.127615236926434
"1JH6_A","mvCA","rsa",0.834515282890502
"1JH6_A","mvCA","seqent",0.395634751988343
"1JH6_A","mvSC","asa",0.910853280642866
"1JH6_A","mvSC","ddgent",0.808048489263959
"1JH6_A","mvSC","hbe_mean",0.359457877674549
"1JH6_A","mvSC","hpshh",0.565837709340209
"1JH6_A","mvSC","resvol",0.0106571315038353
"1JH6_A","mvSC","rsa",0.928051430176663
"1JH6_A","mvSC","seqent",0.457157023455366
"1JH6_A","vAA","asa",0.911985382969761
"1JH6_A","vAA","ddgent",0.787179487179487
"1JH6_A","vAA","hbe_mean",0.418286409833802
"1JH6_A","vAA","hpshh",0.525935936379746
"1JH6_A","vAA","resvol",0.058487183271287
"1JH6_A","vAA","rsa",0.927884372414473
"1JH6_A","vAA","seqent",0.427966324651407
"1JH6_A","vCA","asa",0.803822017898507
"1JH6_A","vCA","ddgent",0.748709853682229
"1JH6_A","vCA","hbe_mean",0.431550258053935
"1JH6_A","vCA","hpshh",0.437381930430713
"1JH6_A","vCA","resvol",-0.11261232110919
"1JH6_A","vCA","rsa",0.847993300649783
"1JH6_A","vCA","seqent",0.39814218930241
"1JH6_A","vSC","asa",0.926184254908695
"1JH6_A","vSC","ddgent",0.816953028555238
"1JH6_A","vSC","hbe_mean",0.385820598360532
"1JH6_A","vSC","hpshh",0.56362218460797
"1JH6_A","vSC","resvol",0.0180569574126113
"1JH6_A","vSC","rsa",0.943011705898653
"1JH6_A","vSC","seqent",0.451101936737296
"1JMS_A","fvAA","asa",0.884170706721017
"1JMS_A","fvAA","ddgent",0.756149610207898
"1JMS_A","fvAA","hbe_mean",0.437623224658201
"1JMS_A","fvAA","hpshh",0.49791731881513
"1JMS_A","fvAA","resvol",-0.0694614653319198
"1JMS_A","fvAA","rsa",0.916661017248983
"1JMS_A","fvAA","seqent",0.465933241751686
"1JMS_A","fvCA","asa",0.771751522246818
"1JMS_A","fvCA","ddgent",0.701990241694252
"1JMS_A","fvCA","hbe_mean",0.462404995450738
"1JMS_A","fvCA","hpshh",0.414794431506272
"1JMS_A","fvCA","resvol",-0.180223608637567
"1JMS_A","fvCA","rsa",0.831049905479305
"1JMS_A","fvCA","seqent",0.456404359191151
"1JMS_A","fvSC","asa",0.868723428579911
"1JMS_A","fvSC","ddgent",0.769882226457509
"1JMS_A","fvSC","hbe_mean",0.393666218323669
"1JMS_A","fvSC","hpshh",0.533356178484021
"1JMS_A","fvSC","resvol",-0.120259362377371
"1JMS_A","fvSC","rsa",0.907584989833248
"1JMS_A","fvSC","seqent",0.457474840977399
"1JMS_A","mvAA","asa",0.902234386091036
"1JMS_A","mvAA","ddgent",0.743884083467722
"1JMS_A","mvAA","hbe_mean",0.418787962333917
"1JMS_A","mvAA","hpshh",0.449544626145591
"1JMS_A","mvAA","resvol",0.117676793200637
"1JMS_A","mvAA","rsa",0.918335855348547
"1JMS_A","mvAA","seqent",0.463230030897895
"1JMS_A","mvCA","asa",0.813040667391265
"1JMS_A","mvCA","ddgent",0.709057683058254
"1JMS_A","mvCA","hbe_mean",0.447607477849862
"1JMS_A","mvCA","hpshh",0.397711336923744
"1JMS_A","mvCA","resvol",-0.0150792094841559
"1JMS_A","mvCA","rsa",0.855028647450396
"1JMS_A","mvCA","seqent",0.455280636239656
"1JMS_A","mvSC","asa",0.899186356493975
"1JMS_A","mvSC","ddgent",0.771308677793296
"1JMS_A","mvSC","hbe_mean",0.378858538829415
"1JMS_A","mvSC","hpshh",0.501840763228413
"1JMS_A","mvSC","resvol",0.0533137492053025
"1JMS_A","mvSC","rsa",0.920898923638395
"1JMS_A","mvSC","seqent",0.456450913060279
"1JMS_A","vAA","asa",0.909605775244454
"1JMS_A","vAA","ddgent",0.749018639547116
"1JMS_A","vAA","hbe_mean",0.418076501165864
"1JMS_A","vAA","hpshh",0.451334665436382
"1JMS_A","vAA","resvol",0.123523712232432
"1JMS_A","vAA","rsa",0.925807665718224
"1JMS_A","vAA","seqent",0.461865822489855
"1JMS_A","vCA","asa",0.81803623506195
"1JMS_A","vCA","ddgent",0.711270920300311
"1JMS_A","vCA","hbe_mean",0.447617511111679
"1JMS_A","vCA","hpshh",0.394893777959409
"1JMS_A","vCA","resvol",-0.0104569873203909
"1JMS_A","vCA","rsa",0.860588286671838
"1JMS_A","vCA","seqent",0.450852102987462
"1JMS_A","vSC","asa",0.906598914374013
"1JMS_A","vSC","ddgent",0.776270135829237
"1JMS_A","vSC","hbe_mean",0.376417240418916
"1JMS_A","vSC","hpshh",0.501104537391072
"1JMS_A","vSC","resvol",0.0639040412629124
"1JMS_A","vSC","rsa",0.927379595178799
"1JMS_A","vSC","seqent",0.455103937299927
"1JOA_A","fvAA","asa",0.880999607885844
"1JOA_A","fvAA","ddgent",0.764121055068626
"1JOA_A","fvAA","hbe_mean",0.415390000463747
"1JOA_A","fvAA","hpshh",0.508184067290216
"1JOA_A","fvAA","resvol",-0.120311773013304
"1JOA_A","fvAA","rsa",0.911332246105845
"1JOA_A","fvAA","seqent",0.38139386125648
"1JOA_A","fvCA","asa",0.761164017804631
"1JOA_A","fvCA","ddgent",0.697436665660085
"1JOA_A","fvCA","hbe_mean",0.376657230658218
"1JOA_A","fvCA","hpshh",0.398627705592147
"1JOA_A","fvCA","resvol",-0.210829411534079
"1JOA_A","fvCA","rsa",0.813455964844594
"1JOA_A","fvCA","seqent",0.351872281630769
"1JOA_A","fvSC","asa",0.868386430758379
"1JOA_A","fvSC","ddgent",0.781968975413592
"1JOA_A","fvSC","hbe_mean",0.353819707391308
"1JOA_A","fvSC","hpshh",0.549169853869851
"1JOA_A","fvSC","resvol",-0.154330190139027
"1JOA_A","fvSC","rsa",0.898654181207974
"1JOA_A","fvSC","seqent",0.391949260009782
"1JOA_A","mvAA","asa",0.899532708538318
"1JOA_A","mvAA","ddgent",0.766710638397161
"1JOA_A","mvAA","hbe_mean",0.373323992202966
"1JOA_A","mvAA","hpshh",0.448262551727274
"1JOA_A","mvAA","resvol",0.111742415228448
"1JOA_A","mvAA","rsa",0.909191449795344
"1JOA_A","mvAA","seqent",0.429516426722725
"1JOA_A","mvCA","asa",0.805635232524633
"1JOA_A","mvCA","ddgent",0.722263368459994
"1JOA_A","mvCA","hbe_mean",0.356095484621831
"1JOA_A","mvCA","hpshh",0.367908487316567
"1JOA_A","mvCA","resvol",0.00357222339307777
"1JOA_A","mvCA","rsa",0.836513777666979
"1JOA_A","mvCA","seqent",0.405743485211169
"1JOA_A","mvSC","asa",0.899423733522832
"1JOA_A","mvSC","ddgent",0.794989792719675
"1JOA_A","mvSC","hbe_mean",0.318307260290866
"1JOA_A","mvSC","hpshh",0.492376260852476
"1JOA_A","mvSC","resvol",0.0681179180771448
"1JOA_A","mvSC","rsa",0.908500917395914
"1JOA_A","mvSC","seqent",0.443681341165333
"1JOA_A","vAA","asa",0.903148986893807
"1JOA_A","vAA","ddgent",0.771000502840015
"1JOA_A","vAA","hbe_mean",0.381699940108885
"1JOA_A","vAA","hpshh",0.450304140620509
"1JOA_A","vAA","resvol",0.113155429245434
"1JOA_A","vAA","rsa",0.913306624941377
"1JOA_A","vAA","seqent",0.430756927007798
"1JOA_A","vCA","asa",0.808851146149318
"1JOA_A","vCA","ddgent",0.725538625518775
"1JOA_A","vCA","hbe_mean",0.358148107973995
"1JOA_A","vCA","hpshh",0.369106797968296
"1JOA_A","vCA","resvol",0.00289249242934663
"1JOA_A","vCA","rsa",0.840902106666203
"1JOA_A","vCA","seqent",0.405742808894363
"1JOA_A","vSC","asa",0.904185467895129
"1JOA_A","vSC","ddgent",0.798689099125085
"1JOA_A","vSC","hbe_mean",0.326387338216809
"1JOA_A","vSC","hpshh",0.496659496046348
"1JOA_A","vSC","resvol",0.0691600091187218
"1JOA_A","vSC","rsa",0.913790193891092
"1JOA_A","vSC","seqent",0.443162268016934
"1JS4_A","fvAA","asa",0.849797697731535
"1JS4_A","fvAA","ddgent",0.704516499724398
"1JS4_A","fvAA","hbe_mean",0.417512789165375
"1JS4_A","fvAA","hpshh",0.392226698691193
"1JS4_A","fvAA","resvol",-0.249291744108597
"1JS4_A","fvAA","rsa",0.880013705247324
"1JS4_A","fvAA","seqent",0.50103644759847
"1JS4_A","fvCA","asa",0.75111861859969
"1JS4_A","fvCA","ddgent",0.631618357501012
"1JS4_A","fvCA","hbe_mean",0.418640109294962
"1JS4_A","fvCA","hpshh",0.321541117894412
"1JS4_A","fvCA","resvol",-0.343741905310655
"1JS4_A","fvCA","rsa",0.801044291645384
"1JS4_A","fvCA","seqent",0.477281314201931
"1JS4_A","fvSC","asa",0.837981005517656
"1JS4_A","fvSC","ddgent",0.714375049786737
"1JS4_A","fvSC","hbe_mean",0.353066029812193
"1JS4_A","fvSC","hpshh",0.405169946946157
"1JS4_A","fvSC","resvol",-0.287777545240977
"1JS4_A","fvSC","rsa",0.868335282662859
"1JS4_A","fvSC","seqent",0.520013084128209
"1JS4_A","mvAA","asa",0.895386385576591
"1JS4_A","mvAA","ddgent",0.723683540107701
"1JS4_A","mvAA","hbe_mean",0.392066279755494
"1JS4_A","mvAA","hpshh",0.336362242666403
"1JS4_A","mvAA","resvol",0.10828296803246
"1JS4_A","mvAA","rsa",0.905283486017469
"1JS4_A","mvAA","seqent",0.500325856796107
"1JS4_A","mvCA","asa",0.817438736088908
"1JS4_A","mvCA","ddgent",0.676225331873988
"1JS4_A","mvCA","hbe_mean",0.409778850167037
"1JS4_A","mvCA","hpshh",0.287036863279996
"1JS4_A","mvCA","resvol",-0.040143913109562
"1JS4_A","mvCA","rsa",0.846475985655533
"1JS4_A","mvCA","seqent",0.499067759384144
"1JS4_A","mvSC","asa",0.894831417749291
"1JS4_A","mvSC","ddgent",0.750111657764211
"1JS4_A","mvSC","hbe_mean",0.336289094786113
"1JS4_A","mvSC","hpshh",0.358548696198987
"1JS4_A","mvSC","resvol",0.0519061378172221
"1JS4_A","mvSC","rsa",0.904590164628664
"1JS4_A","mvSC","seqent",0.52725709475025
"1JS4_A","vAA","asa",0.898938690378625
"1JS4_A","vAA","ddgent",0.730877378192209
"1JS4_A","vAA","hbe_mean",0.39567809081143
"1JS4_A","vAA","hpshh",0.335805481675676
"1JS4_A","vAA","resvol",0.111077630520157
"1JS4_A","vAA","rsa",0.908339106181594
"1JS4_A","vAA","seqent",0.501119059943334
"1JS4_A","vCA","asa",0.820632563908972
"1JS4_A","vCA","ddgent",0.683404647133349
"1JS4_A","vCA","hbe_mean",0.41579371149064
"1JS4_A","vCA","hpshh",0.285977925709397
"1JS4_A","vCA","resvol",-0.04000976126702
"1JS4_A","vCA","rsa",0.849813907747639
"1JS4_A","vCA","seqent",0.497233543149996
"1JS4_A","vSC","asa",0.897646586856218
"1JS4_A","vSC","ddgent",0.755113849735365
"1JS4_A","vSC","hbe_mean",0.337314091617682
"1JS4_A","vSC","hpshh",0.358078699987107
"1JS4_A","vSC","resvol",0.054055203025054
"1JS4_A","vSC","rsa",0.907123692315739
"1JS4_A","vSC","seqent",0.52914745158803
"1K30_A","fvAA","asa",0.893806238875774
"1K30_A","fvAA","ddgent",0.776684139567113
"1K30_A","fvAA","hbe_mean",0.336596915234402
"1K30_A","fvAA","hpshh",0.490947687678849
"1K30_A","fvAA","resvol",-0.112872474159973
"1K30_A","fvAA","rsa",0.920065542265436
"1K30_A","fvAA","seqent",0.372628925151198
"1K30_A","fvCA","asa",0.802408270000656
"1K30_A","fvCA","ddgent",0.733942350968971
"1K30_A","fvCA","hbe_mean",0.342666912665827
"1K30_A","fvCA","hpshh",0.432601152080234
"1K30_A","fvCA","resvol",-0.213052287533286
"1K30_A","fvCA","rsa",0.84916784323694
"1K30_A","fvCA","seqent",0.384330128259864
"1K30_A","fvSC","asa",0.878033979130663
"1K30_A","fvSC","ddgent",0.791631522671201
"1K30_A","fvSC","hbe_mean",0.274160756040942
"1K30_A","fvSC","hpshh",0.501984940538479
"1K30_A","fvSC","resvol",-0.17429981168781
"1K30_A","fvSC","rsa",0.911752005491269
"1K30_A","fvSC","seqent",0.388205439877353
"1K30_A","mvAA","asa",0.903143463750162
"1K30_A","mvAA","ddgent",0.766982061571157
"1K30_A","mvAA","hbe_mean",0.289746540251849
"1K30_A","mvAA","hpshh",0.425984144695209
"1K30_A","mvAA","resvol",0.11558880591303
"1K30_A","mvAA","rsa",0.907115901004839
"1K30_A","mvAA","seqent",0.372346190755558
"1K30_A","mvCA","asa",0.832194597945513
"1K30_A","mvCA","ddgent",0.746744716860237
"1K30_A","mvCA","hbe_mean",0.306454321747266
"1K30_A","mvCA","hpshh",0.393365464302455
"1K30_A","mvCA","resvol",-0.012757991307506
"1K30_A","mvCA","rsa",0.856643085521401
"1K30_A","mvCA","seqent",0.401673063511911
"1K30_A","mvSC","asa",0.909631092485204
"1K30_A","mvSC","ddgent",0.805812469800416
"1K30_A","mvSC","hbe_mean",0.242400793043916
"1K30_A","mvSC","hpshh",0.458912902894903
"1K30_A","mvSC","resvol",0.0155835993944735
"1K30_A","mvSC","rsa",0.922643809282586
"1K30_A","mvSC","seqent",0.399864869103829
"1K30_A","vAA","asa",0.90634930475002
"1K30_A","vAA","ddgent",0.770713639117893
"1K30_A","vAA","hbe_mean",0.299794155687755
"1K30_A","vAA","hpshh",0.424191115840218
"1K30_A","vAA","resvol",0.110786255605404
"1K30_A","vAA","rsa",0.911765115922533
"1K30_A","vAA","seqent",0.377137141010193
"1K30_A","vCA","asa",0.834343666086314
"1K30_A","vCA","ddgent",0.749422852386187
"1K30_A","vCA","hbe_mean",0.318993044428163
"1K30_A","vCA","hpshh",0.389168824148772
"1K30_A","vCA","resvol",-0.0199647801534931
"1K30_A","vCA","rsa",0.860902208925158
"1K30_A","vCA","seqent",0.404480820362314
"1K30_A","vSC","asa",0.911666939467019
"1K30_A","vSC","ddgent",0.807259791940857
"1K30_A","vSC","hbe_mean",0.254053858183093
"1K30_A","vSC","hpshh",0.456730921552678
"1K30_A","vSC","resvol",0.0108559650818519
"1K30_A","vSC","rsa",0.926140949478226
"1K30_A","vSC","seqent",0.401802524912573
"1KL7_A","fvAA","asa",0.874535563902863
"1KL7_A","fvAA","ddgent",0.773871191368201
"1KL7_A","fvAA","hbe_mean",0.35961941182531
"1KL7_A","fvAA","hpshh",0.53120186814242
"1KL7_A","fvAA","resvol",-0.159945970589053
"1KL7_A","fvAA","rsa",0.900267857074578
"1KL7_A","fvAA","seqent",0.546915234202925
"1KL7_A","fvCA","asa",0.770821328702678
"1KL7_A","fvCA","ddgent",0.714145500738691
"1KL7_A","fvCA","hbe_mean",0.358244833446272
"1KL7_A","fvCA","hpshh",0.451585853716707
"1KL7_A","fvCA","resvol",-0.258438446384725
"1KL7_A","fvCA","rsa",0.814222772263462
"1KL7_A","fvCA","seqent",0.540578600449546
"1KL7_A","fvSC","asa",0.858968245203089
"1KL7_A","fvSC","ddgent",0.771222975182485
"1KL7_A","fvSC","hbe_mean",0.323465312601798
"1KL7_A","fvSC","hpshh",0.543216436723987
"1KL7_A","fvSC","resvol",-0.208840755046056
"1KL7_A","fvSC","rsa",0.887727316269234
"1KL7_A","fvSC","seqent",0.56261143751723
"1KL7_A","mvAA","asa",0.896437611754531
"1KL7_A","mvAA","ddgent",0.761984345115043
"1KL7_A","mvAA","hbe_mean",0.319631960094465
"1KL7_A","mvAA","hpshh",0.459216333095371
"1KL7_A","mvAA","resvol",0.11953552849397
"1KL7_A","mvAA","rsa",0.901229757865664
"1KL7_A","mvAA","seqent",0.574901314039052
"1KL7_A","mvCA","asa",0.809567706476664
"1KL7_A","mvCA","ddgent",0.719441461645607
"1KL7_A","mvCA","hbe_mean",0.344055506457494
"1KL7_A","mvCA","hpshh",0.39964219332881
"1KL7_A","mvCA","resvol",-0.0336296196934622
"1KL7_A","mvCA","rsa",0.835665616140138
"1KL7_A","mvCA","seqent",0.578500067356144
"1KL7_A","mvSC","asa",0.897162678794193
"1KL7_A","mvSC","ddgent",0.772629919590784
"1KL7_A","mvSC","hbe_mean",0.292019910600889
"1KL7_A","mvSC","hpshh",0.473954442671515
"1KL7_A","mvSC","resvol",0.0670784553564306
"1KL7_A","mvSC","rsa",0.904380530563911
"1KL7_A","mvSC","seqent",0.606102850534061
"1KL7_A","vAA","asa",0.900405982316182
"1KL7_A","vAA","ddgent",0.763624192994188
"1KL7_A","vAA","hbe_mean",0.324220269714951
"1KL7_A","vAA","hpshh",0.462960245099299
"1KL7_A","vAA","resvol",0.124058540275759
"1KL7_A","vAA","rsa",0.90427308620778
"1KL7_A","vAA","seqent",0.578389893738133
"1KL7_A","vCA","asa",0.813537351736196
"1KL7_A","vCA","ddgent",0.722133524031301
"1KL7_A","vCA","hbe_mean",0.348458778494469
"1KL7_A","vCA","hpshh",0.40567591540693
"1KL7_A","vCA","resvol",-0.0329122159791623
"1KL7_A","vCA","rsa",0.839429142679584
"1KL7_A","vCA","seqent",0.580848614223646
"1KL7_A","vSC","asa",0.899509255961752
"1KL7_A","vSC","ddgent",0.773121374202141
"1KL7_A","vSC","hbe_mean",0.293948894400248
"1KL7_A","vSC","hpshh",0.47574176940249
"1KL7_A","vSC","resvol",0.0701680335924519
"1KL7_A","vSC","rsa",0.906273741661561
"1KL7_A","vSC","seqent",0.606439596952126
"1KNP_A","fvAA","asa",0.873931470878463
"1KNP_A","fvAA","ddgent",0.730734386703285
"1KNP_A","fvAA","hbe_mean",0.352044580281437
"1KNP_A","fvAA","hpshh",0.49399291970023
"1KNP_A","fvAA","resvol",-0.0815845451001993
"1KNP_A","fvAA","rsa",0.897831288977089
"1KNP_A","fvAA","seqent",0.51128602530208
"1KNP_A","fvCA","asa",0.749796753975744
"1KNP_A","fvCA","ddgent",0.668124021179805
"1KNP_A","fvCA","hbe_mean",0.334509131261224
"1KNP_A","fvCA","hpshh",0.415880768373653
"1KNP_A","fvCA","resvol",-0.190110917215202
"1KNP_A","fvCA","rsa",0.794510801182356
"1KNP_A","fvCA","seqent",0.474484177376607
"1KNP_A","fvSC","asa",0.860519768281604
"1KNP_A","fvSC","ddgent",0.722152301990551
"1KNP_A","fvSC","hbe_mean",0.274021216649078
"1KNP_A","fvSC","hpshh",0.484083144605527
"1KNP_A","fvSC","resvol",-0.101544310135753
"1KNP_A","fvSC","rsa",0.884883494723737
"1KNP_A","fvSC","seqent",0.533492240063811
"1KNP_A","mvAA","asa",0.896042674909232
"1KNP_A","mvAA","ddgent",0.760952815597571
"1KNP_A","mvAA","hbe_mean",0.306459831251729
"1KNP_A","mvAA","hpshh",0.420479163329247
"1KNP_A","mvAA","resvol",0.262194234361797
"1KNP_A","mvAA","rsa",0.89603092816306
"1KNP_A","mvAA","seqent",0.533345884285119
"1KNP_A","mvCA","asa",0.810921570616562
"1KNP_A","mvCA","ddgent",0.72843596286725
"1KNP_A","mvCA","hbe_mean",0.31877015670475
"1KNP_A","mvCA","hpshh",0.382277000445567
"1KNP_A","mvCA","resvol",0.097470453290492
"1KNP_A","mvCA","rsa",0.832324959463692
"1KNP_A","mvCA","seqent",0.520587018171611
"1KNP_A","mvSC","asa",0.891077219597987
"1KNP_A","mvSC","ddgent",0.760721465466089
"1KNP_A","mvSC","hbe_mean",0.236476294858268
"1KNP_A","mvSC","hpshh",0.420555811368972
"1KNP_A","mvSC","resvol",0.18583857100278
"1KNP_A","mvSC","rsa",0.896289828798658
"1KNP_A","mvSC","seqent",0.566998872830188
"1KNP_A","vAA","asa",0.897919388507124
"1KNP_A","vAA","ddgent",0.76252979017986
"1KNP_A","vAA","hbe_mean",0.306974256311411
"1KNP_A","vAA","hpshh",0.422745337565763
"1KNP_A","vAA","resvol",0.26240347269161
"1KNP_A","vAA","rsa",0.898175338793954
"1KNP_A","vAA","seqent",0.534484207008279
"1KNP_A","vCA","asa",0.813286386586262
"1KNP_A","vCA","ddgent",0.730315946136112
"1KNP_A","vCA","hbe_mean",0.317937306992287
"1KNP_A","vCA","hpshh",0.385559258791105
"1KNP_A","vCA","resvol",0.0975434973776072
"1KNP_A","vCA","rsa",0.835055380084938
"1KNP_A","vCA","seqent",0.519914122234831
"1KNP_A","vSC","asa",0.89348977720482
"1KNP_A","vSC","ddgent",0.762620173990863
"1KNP_A","vSC","hbe_mean",0.235674618736892
"1KNP_A","vSC","hpshh",0.422690420687274
"1KNP_A","vSC","resvol",0.187861533917116
"1KNP_A","vSC","rsa",0.898280069036944
"1KNP_A","vSC","seqent",0.569290603992683
"1L1D_A","fvAA","asa",0.88325458956705
"1L1D_A","fvAA","ddgent",0.792858624743551
"1L1D_A","fvAA","hbe_mean",0.524287065124751
"1L1D_A","fvAA","hpshh",0.340530058827373
"1L1D_A","fvAA","resvol",-0.0580650894332788
"1L1D_A","fvAA","rsa",0.923702420405818
"1L1D_A","fvAA","seqent",0.633117638252206
"1L1D_A","fvCA","asa",0.794552047810776
"1L1D_A","fvCA","ddgent",0.7531344891249
"1L1D_A","fvCA","hbe_mean",0.540157020506228
"1L1D_A","fvCA","hpshh",0.263510028068252
"1L1D_A","fvCA","resvol",-0.172454766035392
"1L1D_A","fvCA","rsa",0.865606385405381
"1L1D_A","fvCA","seqent",0.600050072426906
"1L1D_A","fvSC","asa",0.868412459575109
"1L1D_A","fvSC","ddgent",0.788445297585244
"1L1D_A","fvSC","hbe_mean",0.442950137550134
"1L1D_A","fvSC","hpshh",0.364669568372416
"1L1D_A","fvSC","resvol",-0.0699774400765251
"1L1D_A","fvSC","rsa",0.912055112230081
"1L1D_A","fvSC","seqent",0.655150099348135
"1L1D_A","mvAA","asa",0.908872311462141
"1L1D_A","mvAA","ddgent",0.804744850594416
"1L1D_A","mvAA","hbe_mean",0.479085675896623
"1L1D_A","mvAA","hpshh",0.297316682422397
"1L1D_A","mvAA","resvol",0.109103006076656
"1L1D_A","mvAA","rsa",0.930528489565346
"1L1D_A","mvAA","seqent",0.609327781154146
"1L1D_A","mvCA","asa",0.828793598803912
"1L1D_A","mvCA","ddgent",0.781064605158102
"1L1D_A","mvCA","hbe_mean",0.512538141612246
"1L1D_A","mvCA","hpshh",0.235764503394548
"1L1D_A","mvCA","resvol",-0.036735528470332
"1L1D_A","mvCA","rsa",0.880577601297816
"1L1D_A","mvCA","seqent",0.593829981087621
"1L1D_A","mvSC","asa",0.90590891882704
"1L1D_A","mvSC","ddgent",0.800712922079419
"1L1D_A","mvSC","hbe_mean",0.395191444720711
"1L1D_A","mvSC","hpshh",0.332822385255918
"1L1D_A","mvSC","resvol",0.112974992998283
"1L1D_A","mvSC","rsa",0.928196511407007
"1L1D_A","mvSC","seqent",0.622858472091794
"1L1D_A","vAA","asa",0.916596426872671
"1L1D_A","vAA","ddgent",0.804589776420762
"1L1D_A","vAA","hbe_mean",0.48662762536995
"1L1D_A","vAA","hpshh",0.301953887666477
"1L1D_A","vAA","resvol",0.114496881451735
"1L1D_A","vAA","rsa",0.940307279270686
"1L1D_A","vAA","seqent",0.610864978373194
"1L1D_A","vCA","asa",0.826880920754929
"1L1D_A","vCA","ddgent",0.767325871611158
"1L1D_A","vCA","hbe_mean",0.522071434053794
"1L1D_A","vCA","hpshh",0.228676383965757
"1L1D_A","vCA","resvol",-0.0576089433084183
"1L1D_A","vCA","rsa",0.889007953992533
"1L1D_A","vCA","seqent",0.580364301219264
"1L1D_A","vSC","asa",0.904635897362421
"1L1D_A","vSC","ddgent",0.802875578122806
"1L1D_A","vSC","hbe_mean",0.402119222099628
"1L1D_A","vSC","hpshh",0.330222358040261
"1L1D_A","vSC","resvol",0.105628307715392
"1L1D_A","vSC","rsa",0.933609133373441
"1L1D_A","vSC","seqent",0.621143018715013
"1L1L_A","fvAA","asa",0.873743791256259
"1L1L_A","fvAA","ddgent",0.754486590023596
"1L1L_A","fvAA","hbe_mean",0.372878731055177
"1L1L_A","fvAA","hpshh",0.474439237403993
"1L1L_A","fvAA","resvol",-0.160096623249516
"1L1L_A","fvAA","rsa",0.900926139650658
"1L1L_A","fvAA","seqent",0.357481754571861
"1L1L_A","fvCA","asa",0.759992030655988
"1L1L_A","fvCA","ddgent",0.676936609000208
"1L1L_A","fvCA","hbe_mean",0.360011627232623
"1L1L_A","fvCA","hpshh",0.39529835105031
"1L1L_A","fvCA","resvol",-0.261114452665558
"1L1L_A","fvCA","rsa",0.806826154780372
"1L1L_A","fvCA","seqent",0.317474373839116
"1L1L_A","fvSC","asa",0.850141752642248
"1L1L_A","fvSC","ddgent",0.756739079989652
"1L1L_A","fvSC","hbe_mean",0.303672061651121
"1L1L_A","fvSC","hpshh",0.47112788189918
"1L1L_A","fvSC","resvol",-0.204302397114602
"1L1L_A","fvSC","rsa",0.882150301052434
"1L1L_A","fvSC","seqent",0.375530592814614
"1L1L_A","mvAA","asa",0.896842995089052
"1L1L_A","mvAA","ddgent",0.74707173480899
"1L1L_A","mvAA","hbe_mean",0.352519565852982
"1L1L_A","mvAA","hpshh",0.397537629213278
"1L1L_A","mvAA","resvol",0.153233834891292
"1L1L_A","mvAA","rsa",0.897770512290063
"1L1L_A","mvAA","seqent",0.374903705990891
"1L1L_A","mvCA","asa",0.811017229796545
"1L1L_A","mvCA","ddgent",0.699311615985903
"1L1L_A","mvCA","hbe_mean",0.35448164738462
"1L1L_A","mvCA","hpshh",0.35322476572176
"1L1L_A","mvCA","resvol",0.0060505275904524
"1L1L_A","mvCA","rsa",0.832123830494788
"1L1L_A","mvCA","seqent",0.34743784602163
"1L1L_A","mvSC","asa",0.895545927339323
"1L1L_A","mvSC","ddgent",0.765948932501275
"1L1L_A","mvSC","hbe_mean",0.289145930417847
"1L1L_A","mvSC","hpshh",0.403202612652998
"1L1L_A","mvSC","resvol",0.082364897967889
"1L1L_A","mvSC","rsa",0.902452599907575
"1L1L_A","mvSC","seqent",0.399116291693638
"1L1L_A","vAA","asa",0.900987218703412
"1L1L_A","vAA","ddgent",0.748986097010841
"1L1L_A","vAA","hbe_mean",0.357913271261593
"1L1L_A","vAA","hpshh",0.402876472619949
"1L1L_A","vAA","resvol",0.154398362351791
"1L1L_A","vAA","rsa",0.901686182833959
"1L1L_A","vAA","seqent",0.374350582527248
"1L1L_A","vCA","asa",0.814819521630158
"1L1L_A","vCA","ddgent",0.702096252329887
"1L1L_A","vCA","hbe_mean",0.359207535886378
"1L1L_A","vCA","hpshh",0.35692331833397
"1L1L_A","vCA","resvol",0.00564352637057097
"1L1L_A","vCA","rsa",0.836089973983755
"1L1L_A","vCA","seqent",0.348568184259282
"1L1L_A","vSC","asa",0.898620640216222
"1L1L_A","vSC","ddgent",0.767230513063911
"1L1L_A","vSC","hbe_mean",0.295321075496698
"1L1L_A","vSC","hpshh",0.407776839476718
"1L1L_A","vSC","resvol",0.0827436610851151
"1L1L_A","vSC","rsa",0.905283419908067
"1L1L_A","vSC","seqent",0.399144761762209
"1L6P_A","fvAA","asa",0.915428667851543
"1L6P_A","fvAA","ddgent",0.807641241024251
"1L6P_A","fvAA","hbe_mean",0.50694036980671
"1L6P_A","fvAA","hpshh",0.552230143678879
"1L6P_A","fvAA","resvol",-0.152807538863921
"1L6P_A","fvAA","rsa",0.938130215317847
"1L6P_A","fvAA","seqent",0.410185020549021
"1L6P_A","fvCA","asa",0.794050016517704
"1L6P_A","fvCA","ddgent",0.764537325565642
"1L6P_A","fvCA","hbe_mean",0.43741194871919
"1L6P_A","fvCA","hpshh",0.470577556480097
"1L6P_A","fvCA","resvol",-0.291716688668674
"1L6P_A","fvCA","rsa",0.84977431082276
"1L6P_A","fvCA","seqent",0.379541894251297
