"pdb","hps","variable","value"
"1G8O_A","hpsww","VCAeccentricity",-0.302708643083271
"1G8O_A","hpsww","VCAedge_length_total",-0.307286069101982
"1G8O_A","hpsww","VCAfree_volume",-0.416299644923914
"1G8O_A","hpsww","VCAmodified_volume",-0.313811628107159
"1G8O_A","hpsww","VCAnfaces",0.118267995825076
"1G8O_A","hpsww","VCAvolume",-0.314921977461362
"1G8O_A","hpsww","VSCarea",-0.400522361176036
"1G8O_A","hpsww","VSCeccentricity",-0.402726278785889
"1G8O_A","hpsww","VSCedge_length_total",-0.372426734054582
"1G8O_A","hpsww","VSCfree_volume",-0.473263779666798
"1G8O_A","hpsww","VSCmodified_volume",-0.386888989897734
"1G8O_A","hpsww","VSCnfaces",0.0600465439432085
"1G8O_A","hpsww","VSCvolume",-0.38826580275622
"1G8O_A","hpsww","wcnAA",0.329443475667585
"1G8O_A","hpsww","wcnC",0.224685179623976
"1G8O_A","hpsww","wcnCA",0.286102474770543
"1G8O_A","hpsww","wcnCB",0.31258660791285
"1G8O_A","hpsww","wcnN",0.221891889492244
"1G8O_A","hpsww","wcnO",0.219262087941863
"1G8O_A","hpsww","wcnSC",0.378405127543331
"1GA8_A","hpshh","asa",0.523913301148103
"1GA8_A","hpshh","bfAA",0.279684140824502
"1GA8_A","hpshh","bfC",0.20030404362539
"1GA8_A","hpshh","bfCA",0.218498298786379
"1GA8_A","hpshh","bfCB",0.240072158005143
"1GA8_A","hpshh","bfN",0.187535454961194
"1GA8_A","hpshh","bfO",0.20540137483346
"1GA8_A","hpshh","bfSC",0.296422061366783
"1GA8_A","hpshh","ddgent",0.436988710396932
"1GA8_A","hpshh","hbe_mean",0.183604211988917
"1GA8_A","hpshh","resvol",-0.08872807370563
"1GA8_A","hpshh","rsa",0.482353590180366
"1GA8_A","hpshh","seqent",0.220565530054651
"1GA8_A","hpshh","sizeAA",0.204875229129722
"1GA8_A","hpshh","sizeSC",0.204875229129722
"1GA8_A","hpshh","VAAarea",0.459038478875434
"1GA8_A","hpshh","VAAeccentricity",0.458212432108279
"1GA8_A","hpshh","VAAedge_length_total",0.422635619075166
"1GA8_A","hpshh","VAAfree_volume",0.488941130135622
"1GA8_A","hpshh","VAAmodified_volume",0.441441326054419
"1GA8_A","hpshh","VAAnfaces",-0.024608946447249
"1GA8_A","hpshh","VAAvolume",0.441448879517908
"1GA8_A","hpshh","VCAarea",0.389239339882053
"1GA8_A","hpshh","VCAeccentricity",0.394537943450305
"1GA8_A","hpshh","VCAedge_length_total",0.371143054193685
"1GA8_A","hpshh","VCAfree_volume",0.415989779759018
"1GA8_A","hpshh","VCAmodified_volume",0.386922541560712
"1GA8_A","hpshh","VCAnfaces",-0.088911223333571
"1GA8_A","hpshh","VCAvolume",0.386694729101884
"1GA8_A","hpshh","VSCarea",0.473175612466399
"1GA8_A","hpshh","VSCeccentricity",0.440847019547105
"1GA8_A","hpshh","VSCedge_length_total",0.421341559710233
"1GA8_A","hpshh","VSCfree_volume",0.492662268388835
"1GA8_A","hpshh","VSCmodified_volume",0.449324422690061
"1GA8_A","hpshh","VSCnfaces",0.0329186519323155
"1GA8_A","hpshh","VSCvolume",0.449660400746051
"1GA8_A","hpshh","wcnAA",-0.429842831797814
"1GA8_A","hpshh","wcnC",-0.300786771733357
"1GA8_A","hpshh","wcnCA",-0.355955154087116
"1GA8_A","hpshh","wcnCB",-0.422964043667667
"1GA8_A","hpshh","wcnN",-0.277188241101074
"1GA8_A","hpshh","wcnO",-0.314492078026308
"1GA8_A","hpshh","wcnSC",-0.472063369177298
"1GA8_A","hpskd","asa",-0.527161685327351
"1GA8_A","hpskd","bfAA",-0.287683580289711
"1GA8_A","hpskd","bfC",-0.187875899556814
"1GA8_A","hpskd","bfCA",-0.207771302613738
"1GA8_A","hpskd","bfCB",-0.225160119304596
"1GA8_A","hpskd","bfN",-0.1754649242468
"1GA8_A","hpskd","bfO",-0.18772804479557
"1GA8_A","hpskd","bfSC",-0.311034467120146
"1GA8_A","hpskd","ddgent",-0.410745162910737
"1GA8_A","hpskd","hbe_mean",-0.11207685369049
"1GA8_A","hpskd","resvol",-0.150928181702122
"1GA8_A","hpskd","rsa",-0.441971521876358
"1GA8_A","hpskd","seqent",-0.21818395934231
"1GA8_A","hpskd","sizeAA",-0.411898489489276
"1GA8_A","hpskd","sizeSC",-0.411898489489276
"1GA8_A","hpskd","VAAarea",-0.42863294126763
"1GA8_A","hpskd","VAAeccentricity",-0.39471775477708
"1GA8_A","hpskd","VAAedge_length_total",-0.395096505517471
"1GA8_A","hpskd","VAAfree_volume",-0.412034675647854
"1GA8_A","hpskd","VAAmodified_volume",-0.41877510348767
"1GA8_A","hpskd","VAAnfaces",0.00499099838256845
"1GA8_A","hpskd","VAAvolume",-0.419250059344011
"1GA8_A","hpskd","VCAarea",-0.3364056185515
"1GA8_A","hpskd","VCAeccentricity",-0.341458966771256
"1GA8_A","hpskd","VCAedge_length_total",-0.312155859609012
"1GA8_A","hpskd","VCAfree_volume",-0.319617674075359
"1GA8_A","hpskd","VCAmodified_volume",-0.335296680085643
"1GA8_A","hpskd","VCAnfaces",0.0908616798298949
"1GA8_A","hpskd","VCAvolume",-0.335557678192003
"1GA8_A","hpskd","VSCarea",-0.427567162288051
"1GA8_A","hpskd","VSCeccentricity",-0.386837129395877
"1GA8_A","hpskd","VSCedge_length_total",-0.372034287958918
"1GA8_A","hpskd","VSCfree_volume",-0.404531283576192
"1GA8_A","hpskd","VSCmodified_volume",-0.404852068458078
"1GA8_A","hpskd","VSCnfaces",-0.0153078853203515
"1GA8_A","hpskd","VSCvolume",-0.40487209854531
"1GA8_A","hpskd","wcnAA",0.410182803037383
"1GA8_A","hpskd","wcnC",0.26125667657638
"1GA8_A","hpskd","wcnCA",0.315199825895971
"1GA8_A","hpskd","wcnCB",0.383655987359995
"1GA8_A","hpskd","wcnN",0.23268193622258
"1GA8_A","hpskd","wcnO",0.276513229837766
"1GA8_A","hpskd","wcnSC",0.442015770914293
"1GA8_A","hpsww","asa",-0.476741191157231
"1GA8_A","hpsww","bfAA",-0.239649865847991
"1GA8_A","hpsww","bfC",-0.177549626333846
"1GA8_A","hpsww","bfCA",-0.19080023554582
"1GA8_A","hpsww","bfCB",-0.215231173786912
"1GA8_A","hpsww","bfN",-0.156295760610835
"1GA8_A","hpsww","bfO",-0.189064100320304
"1GA8_A","hpsww","bfSC",-0.254448654331844
"1GA8_A","hpsww","ddgent",-0.495393902924991
"1GA8_A","hpsww","hbe_mean",-0.152483809043591
"1GA8_A","hpsww","resvol",0.21685914605025
"1GA8_A","hpsww","rsa",-0.450293932642459
"1GA8_A","hpsww","seqent",-0.214657206460557
"1GA8_A","hpsww","sizeAA",-0.00413314007153777
"1GA8_A","hpsww","sizeSC",-0.00413314007153777
"1GA8_A","hpsww","VAAarea",-0.385533006417278
"1GA8_A","hpsww","VAAeccentricity",-0.43797096278904
"1GA8_A","hpsww","VAAedge_length_total",-0.366307931145117
"1GA8_A","hpsww","VAAfree_volume",-0.492655017063886
"1GA8_A","hpsww","VAAmodified_volume",-0.373634186452352
"1GA8_A","hpsww","VAAnfaces",0.0113682649604449
"1GA8_A","hpsww","VAAvolume",-0.372934735733272
"1GA8_A","hpsww","VCAarea",-0.334884012338247
"1GA8_A","hpsww","VCAeccentricity",-0.345412029749193
"1GA8_A","hpsww","VCAedge_length_total",-0.33316121838568
"1GA8_A","hpsww","VCAfree_volume",-0.416433319135092
"1GA8_A","hpsww","VCAmodified_volume",-0.327630874557586
"1GA8_A","hpsww","VCAnfaces",0.0316135912260581
"1GA8_A","hpsww","VCAvolume",-0.32765564991783
"1GA8_A","hpsww","VSCarea",-0.433131372951221
"1GA8_A","hpsww","VSCeccentricity",-0.434080929092213
"1GA8_A","hpsww","VSCedge_length_total",-0.40939258474774
"1GA8_A","hpsww","VSCfree_volume",-0.51961242184045
"1GA8_A","hpsww","VSCmodified_volume",-0.424107940178438
"1GA8_A","hpsww","VSCnfaces",-0.0901392113044033
"1GA8_A","hpsww","VSCvolume",-0.424664479368307
"1GA8_A","hpsww","wcnAA",0.376778844372086
"1GA8_A","hpsww","wcnC",0.266231186963954
"1GA8_A","hpsww","wcnCA",0.304631484649249
"1GA8_A","hpsww","wcnCB",0.386634905671051
"1GA8_A","hpsww","wcnN",0.228135444926535
"1GA8_A","hpsww","wcnO",0.278689265365605
"1GA8_A","hpsww","wcnSC",0.425627092755343
"1GAL_A","hpshh","asa",0.438646588231208
"1GAL_A","hpshh","bfAA",0.318955964884554
"1GAL_A","hpshh","bfC",0.165049020702465
"1GAL_A","hpshh","bfCA",0.165049020702465
"1GAL_A","hpshh","bfCB",0.401197366697955
"1GAL_A","hpshh","bfN",0.165049020702465
"1GAL_A","hpshh","bfO",0.165049020702465
"1GAL_A","hpshh","bfSC",0.401197366697955
"1GAL_A","hpshh","ddgent",0.326361593891383
"1GAL_A","hpshh","hbe_mean",0.189297534398378
"1GAL_A","hpshh","resvol",-0.140303811564183
"1GAL_A","hpshh","rsa",0.410540061300402
"1GAL_A","hpshh","seqent",0.039031667611904
"1GAL_A","hpshh","sizeAA",0.20842834013936
"1GAL_A","hpshh","sizeSC",0.20842834013936
"1GAL_A","hpshh","VAAarea",0.344037424646021
"1GAL_A","hpshh","VAAeccentricity",0.331867285196977
"1GAL_A","hpshh","VAAedge_length_total",0.315493623633294
"1GAL_A","hpshh","VAAfree_volume",0.42163063808251
"1GAL_A","hpshh","VAAmodified_volume",0.325383607571659
"1GAL_A","hpshh","VAAnfaces",0.0122631896051054
"1GAL_A","hpshh","VAAvolume",0.325805872173916
"1GAL_A","hpshh","VCAarea",0.308837045894318
"1GAL_A","hpshh","VCAeccentricity",0.281245330934776
"1GAL_A","hpshh","VCAedge_length_total",0.267547412102814
"1GAL_A","hpshh","VCAfree_volume",0.35855581203153
"1GAL_A","hpshh","VCAmodified_volume",0.294597306177326
"1GAL_A","hpshh","VCAnfaces",-0.0639475925530227
"1GAL_A","hpshh","VCAvolume",0.294824429397214
"1GAL_A","hpshh","VSCarea",0.374402959434528
"1GAL_A","hpshh","VSCeccentricity",0.361832831828026
"1GAL_A","hpshh","VSCedge_length_total",0.334489336453335
"1GAL_A","hpshh","VSCfree_volume",0.429175679102812
"1GAL_A","hpshh","VSCmodified_volume",0.35216413472412
"1GAL_A","hpshh","VSCnfaces",0.0277320510448153
"1GAL_A","hpshh","VSCvolume",0.352126020215909
"1GAL_A","hpshh","wcnAA",-0.276643011734098
"1GAL_A","hpshh","wcnC",-0.194950067449438
"1GAL_A","hpshh","wcnCA",-0.223210457453681
"1GAL_A","hpshh","wcnCB",-0.272750456428485
"1GAL_A","hpshh","wcnN",-0.195221529831734
"1GAL_A","hpshh","wcnO",-0.193474671088141
"1GAL_A","hpshh","wcnSC",-0.311787317340453
"1GAL_A","hpskd","asa",-0.46705063535791
"1GAL_A","hpskd","bfAA",-0.315329692326311
"1GAL_A","hpskd","bfC",-0.166237960211935
"1GAL_A","hpskd","bfCA",-0.166237960211935
"1GAL_A","hpskd","bfCB",-0.393107461564335
"1GAL_A","hpskd","bfN",-0.166237960211935
"1GAL_A","hpskd","bfO",-0.166237960211935
"1GAL_A","hpskd","bfSC",-0.393107461564335
"1GAL_A","hpskd","ddgent",-0.350552723588012
"1GAL_A","hpskd","hbe_mean",-0.173173086285517
"1GAL_A","hpskd","resvol",-0.0806126313446992
"1GAL_A","hpskd","rsa",-0.411482620683112
"1GAL_A","hpskd","seqent",-0.0727449744249375
"1GAL_A","hpskd","sizeAA",-0.411911887125304
"1GAL_A","hpskd","sizeSC",-0.411911887125304
"1GAL_A","hpskd","VAAarea",-0.377581582815771
"1GAL_A","hpskd","VAAeccentricity",-0.319532189484466
"1GAL_A","hpskd","VAAedge_length_total",-0.349346870515805
"1GAL_A","hpskd","VAAfree_volume",-0.376080617018039
"1GAL_A","hpskd","VAAmodified_volume",-0.366219043106579
"1GAL_A","hpskd","VAAnfaces",-0.0379945889028283
"1GAL_A","hpskd","VAAvolume",-0.366531475537977
"1GAL_A","hpskd","VCAarea",-0.311712726654617
"1GAL_A","hpskd","VCAeccentricity",-0.293063833093412
"1GAL_A","hpskd","VCAedge_length_total",-0.265328688992101
"1GAL_A","hpskd","VCAfree_volume",-0.28795280561812
"1GAL_A","hpskd","VCAmodified_volume",-0.298429037141261
"1GAL_A","hpskd","VCAnfaces",0.0821394464885384
"1GAL_A","hpskd","VCAvolume",-0.298550321395568
"1GAL_A","hpskd","VSCarea",-0.391419026455893
"1GAL_A","hpskd","VSCeccentricity",-0.350806961741811
"1GAL_A","hpskd","VSCedge_length_total",-0.340971359869624
"1GAL_A","hpskd","VSCfree_volume",-0.366478463878042
"1GAL_A","hpskd","VSCmodified_volume",-0.368761342066116
"1GAL_A","hpskd","VSCnfaces",-0.0320758742615729
"1GAL_A","hpskd","VSCvolume",-0.368684273142905
"1GAL_A","hpskd","wcnAA",0.292682090979957
"1GAL_A","hpskd","wcnC",0.201645649363474
"1GAL_A","hpskd","wcnCA",0.224930101637592
"1GAL_A","hpskd","wcnCB",0.275173220144244
"1GAL_A","hpskd","wcnN",0.192362000155087
"1GAL_A","hpskd","wcnO",0.205194145218224
"1GAL_A","hpskd","wcnSC",0.316893094607365
"1GAL_A","hpsww","asa",-0.395939466340098
"1GAL_A","hpsww","bfAA",-0.311536359813205
"1GAL_A","hpsww","bfC",-0.174111640047003
"1GAL_A","hpsww","bfCA",-0.174111640047003
"1GAL_A","hpsww","bfCB",-0.349745303160311
"1GAL_A","hpsww","bfN",-0.174111640047003
"1GAL_A","hpsww","bfO",-0.174111640047003
"1GAL_A","hpsww","bfSC",-0.349745303160311
"1GAL_A","hpsww","ddgent",-0.405943521830264
"1GAL_A","hpsww","hbe_mean",-0.152445513275467
"1GAL_A","hpsww","resvol",0.201577621555521
"1GAL_A","hpsww","rsa",-0.376109938067353
"1GAL_A","hpsww","seqent",-0.0625622945974211
"1GAL_A","hpsww","sizeAA",-0.0835093853848994
"1GAL_A","hpsww","sizeSC",-0.0835093853848994
"1GAL_A","hpsww","VAAarea",-0.309402098977925
"1GAL_A","hpsww","VAAeccentricity",-0.362498777837142
"1GAL_A","hpsww","VAAedge_length_total",-0.284951790544223
"1GAL_A","hpsww","VAAfree_volume",-0.421349056799922
"1GAL_A","hpsww","VAAmodified_volume",-0.293478942685265
"1GAL_A","hpsww","VAAnfaces",-0.0110353113801857
"1GAL_A","hpsww","VAAvolume",-0.294025700373367
"1GAL_A","hpsww","VCAarea",-0.302108593330526
"1GAL_A","hpsww","VCAeccentricity",-0.297325544514886
"1GAL_A","hpsww","VCAedge_length_total",-0.285644658949325
"1GAL_A","hpsww","VCAfree_volume",-0.392665690498297
"1GAL_A","hpsww","VCAmodified_volume",-0.296976841226569
"1GAL_A","hpsww","VCAnfaces",0.0111097973507206
"1GAL_A","hpsww","VCAvolume",-0.297334160908134
"1GAL_A","hpsww","VSCarea",-0.350093476664228
"1GAL_A","hpsww","VSCeccentricity",-0.374240990045038
"1GAL_A","hpsww","VSCedge_length_total",-0.318715449451688
"1GAL_A","hpsww","VSCfree_volume",-0.44562826805518
"1GAL_A","hpsww","VSCmodified_volume",-0.336173274061892
"1GAL_A","hpsww","VSCnfaces",-0.0326358105228925
"1GAL_A","hpsww","VSCvolume",-0.335896782894925
"1GAL_A","hpsww","wcnAA",0.276349502423883
"1GAL_A","hpsww","wcnC",0.192659762664792
"1GAL_A","hpsww","wcnCA",0.225672722143434
"1GAL_A","hpsww","wcnCB",0.273975946722267
"1GAL_A","hpsww","wcnN",0.190250146897484
"1GAL_A","hpsww","wcnO",0.193789460743247
"1GAL_A","hpsww","wcnSC",0.309787639513833
"1GCU_A","hpshh","asa",0.53559847237281
"1GCU_A","hpshh","bfAA",0.413118441173179
"1GCU_A","hpshh","bfC",0.247894636678028
"1GCU_A","hpshh","bfCA",0.299418814887537
"1GCU_A","hpshh","bfCB",0.340871006808113
"1GCU_A","hpshh","bfN",0.267803692198389
"1GCU_A","hpshh","bfO",0.216546638972628
"1GCU_A","hpshh","bfSC",0.460698839297163
"1GCU_A","hpshh","ddgent",0.450113433227986
"1GCU_A","hpshh","hbe_mean",0.199182578570099
"1GCU_A","hpshh","resvol",-0.0706593182598485
"1GCU_A","hpshh","rsa",0.500628838252006
"1GCU_A","hpshh","seqent",0.226160185886134
"1GCU_A","hpshh","sizeAA",0.288540479945772
"1GCU_A","hpshh","sizeSC",0.288540479945772
"1GCU_A","hpshh","VAAarea",0.456699433002992
"1GCU_A","hpshh","VAAeccentricity",0.460288609458938
"1GCU_A","hpshh","VAAedge_length_total",0.426529609364786
"1GCU_A","hpshh","VAAfree_volume",0.488042650801539
"1GCU_A","hpshh","VAAmodified_volume",0.446722513740304
"1GCU_A","hpshh","VAAnfaces",0.100661003082121
"1GCU_A","hpshh","VAAvolume",0.44814440304562
"1GCU_A","hpshh","VCAarea",0.408315061675013
"1GCU_A","hpshh","VCAeccentricity",0.385178231701843
"1GCU_A","hpshh","VCAedge_length_total",0.379021869283672
"1GCU_A","hpshh","VCAfree_volume",0.415691913331959
"1GCU_A","hpshh","VCAmodified_volume",0.391340638539777
"1GCU_A","hpshh","VCAnfaces",-0.0397245064730294
"1GCU_A","hpshh","VCAvolume",0.397505946699199
"1GCU_A","hpshh","VSCarea",0.49150610332639
"1GCU_A","hpshh","VSCeccentricity",0.44571623873797
"1GCU_A","hpshh","VSCedge_length_total",0.452368968907172
"1GCU_A","hpshh","VSCfree_volume",0.522201117549431
"1GCU_A","hpshh","VSCmodified_volume",0.477365787730164
"1GCU_A","hpshh","VSCnfaces",0.113817872755705
"1GCU_A","hpshh","VSCvolume",0.479361413359492
"1GCU_A","hpshh","wcnAA",-0.39114504111621
"1GCU_A","hpshh","wcnC",-0.230762165317759
"1GCU_A","hpshh","wcnCA",-0.31186014529321
"1GCU_A","hpshh","wcnCB",-0.376629246164235
"1GCU_A","hpshh","wcnN",-0.248776470429217
"1GCU_A","hpshh","wcnO",-0.237072781328311
"1GCU_A","hpshh","wcnSC",-0.437709316764811
"1GCU_A","hpskd","asa",-0.57582906734966
"1GCU_A","hpskd","bfAA",-0.433827505429276
"1GCU_A","hpskd","bfC",-0.259372932388516
"1GCU_A","hpskd","bfCA",-0.302609605247736
"1GCU_A","hpskd","bfCB",-0.340866193010386
"1GCU_A","hpskd","bfN",-0.27465195298136
"1GCU_A","hpskd","bfO",-0.231671069555937
"1GCU_A","hpskd","bfSC",-0.475624388264227
"1GCU_A","hpskd","ddgent",-0.446680834933957
"1GCU_A","hpskd","hbe_mean",-0.180954637403111
"1GCU_A","hpskd","resvol",-0.146001892342232
"1GCU_A","hpskd","rsa",-0.512205074686997
"1GCU_A","hpskd","seqent",-0.218327796307773
"1GCU_A","hpskd","sizeAA",-0.456707386632527
"1GCU_A","hpskd","sizeSC",-0.456707386632527
"1GCU_A","hpskd","VAAarea",-0.486324830408325
"1GCU_A","hpskd","VAAeccentricity",-0.471989797978718
"1GCU_A","hpskd","VAAedge_length_total",-0.464844202551536
"1GCU_A","hpskd","VAAfree_volume",-0.491235658892413
"1GCU_A","hpskd","VAAmodified_volume",-0.478889835111649
"1GCU_A","hpskd","VAAnfaces",-0.16790417232714
"1GCU_A","hpskd","VAAvolume",-0.482007266154877
"1GCU_A","hpskd","VCAarea",-0.414509247815856
"1GCU_A","hpskd","VCAeccentricity",-0.401342523201623
"1GCU_A","hpskd","VCAedge_length_total",-0.392219324326441
"1GCU_A","hpskd","VCAfree_volume",-0.392041004938525
"1GCU_A","hpskd","VCAmodified_volume",-0.397043422536024
"1GCU_A","hpskd","VCAnfaces",0.00234651221301544
"1GCU_A","hpskd","VCAvolume",-0.406625052862156
"1GCU_A","hpskd","VSCarea",-0.506717863188145
"1GCU_A","hpskd","VSCeccentricity",-0.458853684049605
"1GCU_A","hpskd","VSCedge_length_total",-0.476492969878444
"1GCU_A","hpskd","VSCfree_volume",-0.50936447274121
"1GCU_A","hpskd","VSCmodified_volume",-0.492153736504037
"1GCU_A","hpskd","VSCnfaces",-0.137866197760418
"1GCU_A","hpskd","VSCvolume",-0.495848397609509
"1GCU_A","hpskd","wcnAA",0.405929753014453
"1GCU_A","hpskd","wcnC",0.234722490550386
"1GCU_A","hpskd","wcnCA",0.309629023514036
"1GCU_A","hpskd","wcnCB",0.378120917351642
"1GCU_A","hpskd","wcnN",0.24554676892718
"1GCU_A","hpskd","wcnO",0.243295668861208
"1GCU_A","hpskd","wcnSC",0.437452442196421
"1GCU_A","hpsww","asa",-0.505978047010639
"1GCU_A","hpsww","bfAA",-0.364005354598436
"1GCU_A","hpsww","bfC",-0.210553249276169
"1GCU_A","hpsww","bfCA",-0.267661341605962
"1GCU_A","hpsww","bfCB",-0.315686716898347
"1GCU_A","hpsww","bfN",-0.229628951583311
"1GCU_A","hpsww","bfO",-0.191766571507156
"1GCU_A","hpsww","bfSC",-0.412315671023089
"1GCU_A","hpsww","ddgent",-0.490832996741456
"1GCU_A","hpsww","hbe_mean",-0.203282335509529
"1GCU_A","hpsww","resvol",0.149866766601427
"1GCU_A","hpsww","rsa",-0.474510524803753
"1GCU_A","hpsww","seqent",-0.223189232683665
"1GCU_A","hpsww","sizeAA",-0.191920454795589
"1GCU_A","hpsww","sizeSC",-0.191920454795589
"1GCU_A","hpsww","VAAarea",-0.415568848945561
"1GCU_A","hpsww","VAAeccentricity",-0.432215906306371
"1GCU_A","hpsww","VAAedge_length_total",-0.380517304584681
"1GCU_A","hpsww","VAAfree_volume",-0.452837532327288
"1GCU_A","hpsww","VAAmodified_volume",-0.400848269051977
"1GCU_A","hpsww","VAAnfaces",-0.0622505729205595
"1GCU_A","hpsww","VAAvolume",-0.402986784764529
"1GCU_A","hpsww","VCAarea",-0.382315836278337
"1GCU_A","hpsww","VCAeccentricity",-0.356974001975208
"1GCU_A","hpsww","VCAedge_length_total",-0.365269605436303
"1GCU_A","hpsww","VCAfree_volume",-0.41184911302271
"1GCU_A","hpsww","VCAmodified_volume",-0.37041969285214
"1GCU_A","hpsww","VCAnfaces",0.0258512141693133
"1GCU_A","hpsww","VCAvolume",-0.376762465175837
"1GCU_A","hpsww","VSCarea",-0.456927186739705
"1GCU_A","hpsww","VSCeccentricity",-0.430647742042763
"1GCU_A","hpsww","VSCedge_length_total",-0.41931324610105
"1GCU_A","hpsww","VSCfree_volume",-0.504024338434712
"1GCU_A","hpsww","VSCmodified_volume",-0.443692083447356
"1GCU_A","hpsww","VSCnfaces",-0.095026430611011
"1GCU_A","hpsww","VSCvolume",-0.446377740036958
"1GCU_A","hpsww","wcnAA",0.365774918928585
"1GCU_A","hpsww","wcnC",0.219609969076132
"1GCU_A","hpsww","wcnCA",0.293453194673873
"1GCU_A","hpsww","wcnCB",0.356096594002246
"1GCU_A","hpsww","wcnN",0.232445415333676
"1GCU_A","hpsww","wcnO",0.233824751923853
"1GCU_A","hpsww","wcnSC",0.407654043929607
"1GOG_A","hpshh","asa",0.36858175203265
"1GOG_A","hpshh","bfAA",0.273246827464203
"1GOG_A","hpshh","bfC",0.103378158514756
"1GOG_A","hpshh","bfCA",0.178787736009309
"1GOG_A","hpshh","bfCB",0.228884217748959
"1GOG_A","hpshh","bfN",0.161479659882448
"1GOG_A","hpshh","bfO",0.0973057560675908
"1GOG_A","hpshh","bfSC",0.327994332694214
"1GOG_A","hpshh","ddgent",0.308026566443579
"1GOG_A","hpshh","hbe_mean",0.243776986521271
"1GOG_A","hpshh","resvol",-0.120967514870792
"1GOG_A","hpshh","rsa",0.346022978369681
"1GOG_A","hpshh","seqent",0.109456195940443
"1GOG_A","hpshh","sizeAA",0.138266049544805
"1GOG_A","hpshh","sizeSC",0.138266049544805
"1GOG_A","hpshh","VAAarea",0.273109760036729
"1GOG_A","hpshh","VAAeccentricity",0.289969380797974
"1GOG_A","hpshh","VAAedge_length_total",0.268357643757376
"1GOG_A","hpshh","VAAfree_volume",0.342237261007629
"1GOG_A","hpshh","VAAmodified_volume",0.256375993779627
"1GOG_A","hpshh","VAAnfaces",-0.000841433091971557
"1GOG_A","hpshh","VAAvolume",0.257792465160291
"1GOG_A","hpshh","VCAarea",0.235130283420801
"1GOG_A","hpshh","VCAeccentricity",0.224006830553116
"1GOG_A","hpshh","VCAedge_length_total",0.2086889770655
"1GOG_A","hpshh","VCAfree_volume",0.283854948310455
"1GOG_A","hpshh","VCAmodified_volume",0.219717435921915
"1GOG_A","hpshh","VCAnfaces",-0.103795066926459
"1GOG_A","hpshh","VCAvolume",0.219718819329846
"1GOG_A","hpshh","VSCarea",0.307573357549864
"1GOG_A","hpshh","VSCeccentricity",0.325800568485686
"1GOG_A","hpshh","VSCedge_length_total",0.288353370982582
"1GOG_A","hpshh","VSCfree_volume",0.37227706142691
"1GOG_A","hpshh","VSCmodified_volume",0.286607169219003
"1GOG_A","hpshh","VSCnfaces",-0.0372340557170519
"1GOG_A","hpshh","VSCvolume",0.286913363507755
"1GOG_A","hpshh","wcnAA",-0.262368709426007
"1GOG_A","hpshh","wcnC",-0.192872912268294
"1GOG_A","hpshh","wcnCA",-0.22597595034546
"1GOG_A","hpshh","wcnCB",-0.252274120093488
"1GOG_A","hpshh","wcnN",-0.197784863525293
"1GOG_A","hpshh","wcnO",-0.195134622838067
"1GOG_A","hpshh","wcnSC",-0.291916458290616
"1GOG_A","hpskd","asa",-0.407449258240944
"1GOG_A","hpskd","bfAA",-0.276163325331531
"1GOG_A","hpskd","bfC",-0.0951773988362144
"1GOG_A","hpskd","bfCA",-0.158000203782865
"1GOG_A","hpskd","bfCB",-0.205167581477326
"1GOG_A","hpskd","bfN",-0.144646093486357
"1GOG_A","hpskd","bfO",-0.0829481318060757
"1GOG_A","hpskd","bfSC",-0.341032135424342
"1GOG_A","hpskd","ddgent",-0.343334535968345
"1GOG_A","hpskd","hbe_mean",-0.193220984279235
"1GOG_A","hpskd","resvol",-0.141046634803922
"1GOG_A","hpskd","rsa",-0.348437269141133
"1GOG_A","hpskd","seqent",-0.131810069904635
"1GOG_A","hpskd","sizeAA",-0.387940984409457
"1GOG_A","hpskd","sizeSC",-0.387940984409457
"1GOG_A","hpskd","VAAarea",-0.292555317306084
"1GOG_A","hpskd","VAAeccentricity",-0.262913125747852
"1GOG_A","hpskd","VAAedge_length_total",-0.296740636520016
"1GOG_A","hpskd","VAAfree_volume",-0.262341790457623
"1GOG_A","hpskd","VAAmodified_volume",-0.283762207691818
"1GOG_A","hpskd","VAAnfaces",-0.0724560436971845
"1GOG_A","hpskd","VAAvolume",-0.285860469215897
"1GOG_A","hpskd","VCAarea",-0.217573440909971
"1GOG_A","hpskd","VCAeccentricity",-0.213686392485885
"1GOG_A","hpskd","VCAedge_length_total",-0.196403629458657
"1GOG_A","hpskd","VCAfree_volume",-0.178038595006934
"1GOG_A","hpskd","VCAmodified_volume",-0.202245144984375
"1GOG_A","hpskd","VCAnfaces",0.0779571649179009
"1GOG_A","hpskd","VCAvolume",-0.203274770363492
"1GOG_A","hpskd","VSCarea",-0.31760441258137
"1GOG_A","hpskd","VSCeccentricity",-0.304047436161199
"1GOG_A","hpskd","VSCedge_length_total",-0.304855056156115
"1GOG_A","hpskd","VSCfree_volume",-0.286801792124695
"1GOG_A","hpskd","VSCmodified_volume",-0.297117963992741
"1GOG_A","hpskd","VSCnfaces",-0.0152871199153439
"1GOG_A","hpskd","VSCvolume",-0.298155446990571
"1GOG_A","hpskd","wcnAA",0.271769979344026
"1GOG_A","hpskd","wcnC",0.18201270122423
"1GOG_A","hpskd","wcnCA",0.215960225566913
"1GOG_A","hpskd","wcnCB",0.246346099342801
"1GOG_A","hpskd","wcnN",0.191926728086304
"1GOG_A","hpskd","wcnO",0.179120288665346
